ID,Category,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
f88a84b0-fedb-4da6-a3f9-384e49e6af28,Unit Conversions,Easy,Convert 5 mmol of calcium (atomic weight 40) to mg.,200 mg,250 mg,300 mg,400 mg,2000 mg,A,Molar mass conversion: mmol to mg uses the formula: Mass (mg) = mmol × Atomic/Molecular Weight. For calcium: Mass = 5 mmol × 40 mg/mmol = 200 mg. This conversion is essential when interpreting lab results (often in mmol/L) against dose recommendations (often in mg). Remember: 1 mmol of any substance equals its molecular weight in mg.,approved
cb4d213c-0158-4fcd-8b77-ef58560132c3,Unit Conversions,Easy,"If 1 unit of insulin ≈ 0.0347 mg, how many mg are in 100 units?",2.31 mg,2.6 mg,3.47 mg,5.21 mg,34.7 mg,C,mg = units × mg per unit = 100 × 0.0347 = 3.47 mg.,approved
a56952a3-346a-4d9b-807e-c6895ef69dca,IV Flow Rates & Infusions,Hard,"An insulin sliding scale prescribes 0.5 units per mmol/L of blood glucose. For glucose 15 mmol/L using 50 units in 50 mL, calculate the rate.",0.8 mL/hour,3.8 mL/hour,7.5 mL/hour,11.2 mL/hour,75.0 mL/hour,C,Dose = 15 × 0.5 = 7.5 units/h. Conc = 1 unit/mL. Rate = 7.5 ÷ 1 = 7.5 mL/h.,approved
9a68c3af-0fd1-40ba-a825-f54047931536,Pharmacokinetics,Hard,"A patient with eGFR 42 mL/min is prescribed gentamicin. The drug's normal total clearance is 3.5 L/hour, with 60% eliminated renally. Normal GFR = 120 mL/min. The normal dose is 250 mg. Using the formula: Adjusted CL = CL(non-renal) + CL(renal) × (patient GFR/normal GFR), calculate the adjusted clearance.",1.43 L/hour,2.14 L/hour,0.21 L/hour,4.28 L/hour,21.4 L/hour,B,Time to steady state = 5 × half-life = 5 × 12 = 60 hours.,approved
7b809da5-0579-488f-9c5e-90070e74b24e,Dosage Calculations,Easy,"A patient on 10 mg IV ondansetron needs to switch to oral. If bioavailability requires doubling the dose, what oral dose is needed?",10 mg,20 mg,25 mg,40 mg,200 mg,B,"**Bioavailability Calculation**

**Formula:** Amount absorbed = Dose × Bioavailability (F)

**Answer: 20 mg**",approved
4d79df95-7382-468c-aec1-d55499228e5f,Unit Conversions,Hard,"A 110 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 500 mL and infused over 120 minutes. If the adjusted dose is diluted to 500 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",275 mL/hour,250 mL/hour,2500 mL/hour,500 mL/hour,25 mL/hour,B,Unit conversion between SI (mmol/L) and conventional (mg/dL) units: Formula: mg/dL = (mmol/L × Molecular Weight) ÷ 10. For glucose (MW 180): mg/dL = (5 × 180) ÷ 10 = 90 mg/dL. The ÷10 factor converts from L to dL. UK uses mmol/L; US uses mg/dL. Normal fasting glucose: 4-6 mmol/L or 72-108 mg/dL.,approved
ff86ca19-9063-44ae-bfd0-885f48e0fb0d,Dosage Calculations,Hard,A 22 kg child is experiencing anaphylaxis. The recommended IM adrenaline dose is 10 micrograms/kg (maximum 500 micrograms). Adrenaline is available as 1:1000 solution. Calculate the volume to administer.,0.22 mL,0.44 mL,0.66 mL,0.2 mL,0.02 mL,A,"**Ratio Calculation**

Compare the values and express as a ratio.

**Answer: 20 mg**",approved
33cdf773-0d74-41b7-963f-6d72509df9e2,IV Flow Rates & Infusions,Medium,"Calculate maintenance IV fluid rate for a 70 kg adult using the 4-2-1 rule (4 mL/kg/h for first 10 kg, 2 for next 10 kg, 1 for remainder).",11 mL/hour,55 mL/hour,110 mL/hour,220 mL/hour,330 mL/hour,C,First 10 kg: 4 × 10 = 40. Next 10 kg: 2 × 10 = 20. Remaining 50 kg: 1 × 50 = 50. Total = 110 mL/h.,approved
d4fcdd60-ebaa-49ee-a080-d65909727cdf,Dosage Calculations,Easy,"A patient needs 40 mmol potassium replacement. Using KCl concentrate (2 mmol/mL), calculate the volume required.",7 mL,13 mL,20 mL,25 mL,200 mL,C,"Electrolyte replacement volume: Volume = Amount needed ÷ Concentration. Volume = 40 mmol ÷ 2 mmol/mL = 20 mL. KCl concentrate must be diluted before administration - never give undiluted. Maximum peripheral IV concentration is typically 40 mmol/L, and infusion rate should not exceed 10-20 mmol/hour to prevent cardiac arrhythmias.",approved
a2ae2fdc-5a61-4347-ba2c-2e8dacf4ec72,IV Flow Rates & Infusions,Easy,An infusion at 25 mL/hour with concentration 0.4 mg/mL runs for 6 hours. How much drug is delivered?,6 mg,45 mg,60 mg,75 mg,600 mg,C,Dose = rate × concentration × time = 25 × 0.4 × 6 = 60.0 mg.,approved
2553f577-5d35-408b-9770-8c8acda5f794,Dosage Calculations,Hard,A patient is started on doxycycline + metronidazole for pelvic inflammatory disease using the following titration schedule: doxycycline 100 mg BD + metronidazole 400 mg BD for 14 days. Doxycycline is available as 100 mg tablets.  Also dispensing metronidazole 400 mg (packs of 21). How many packs of metronidazole 400 mg are needed?,0.5 pack(s) of 21,0.67 pack(s) of 21,0.2 pack(s) of 21,3 pack(s) of 21,2 pack(s) of 21,E,Per dose = 500 ÷ 250 = 2.0 tablets. Total = 2.0 × 3 × 7 = 42.0 tablets.,approved
5d6df760-38eb-41c9-a0df-ccf35cc74abb,IV Flow Rates & Infusions,Hard,A 55 kg patient with diabetic ketoacidosis requires insulin (actrapid) at 0.1 units/kg/hour. The infusion is prepared as 50 units in 50 mL of sodium chloride 0.9% (1 unit/mL). The maximum recommended rate is 15 units/hour. Calculate the infusion rate in mL/hour.,5.5 mL/hour,55 mL/hour,11 mL/hour,8.25 mL/hour,16.5 mL/hour,A,Adjusted rate calculation: Step 1: Calculate remaining volume = 1000 - 400 = 600 mL. Step 2: Calculate new rate = Remaining volume ÷ Time = 600 mL ÷ 4 hours = 150 mL/hour. This scenario occurs when infusions fall behind schedule and need rate adjustment to complete on time.,approved
97d17e9f-a9c0-4f8f-849f-85e203556ffc,Dosage Calculations,Hard,A 105 kg patient requires 10 mL of 0.5% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 1% (10 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. How many mL of stock solution are needed to prepare this?,5.5 mL,5 mL,1.67 mL,4.5 mL,20 mL,B,"Weekly warfarin total: Add each daily dose: 3 + 3 + 2 + 3 + 2 + 3 + 2 = 18 mg per week. Warfarin dosing often varies day-to-day to achieve precise weekly totals. This equals an average of 18 ÷ 7 = 2.57 mg/day. Alternating doses (e.g., 3mg/2mg) allows finer INR control than fixed daily doses.",approved
5ec5d494-d70c-4420-bea3-d157d7f5d0c1,IV Flow Rates & Infusions,Medium,"A drug is infused at 200 mg/h for 30 min, then 50 mg/h for 6 hours. Total dose delivered?",40 mg,132 mg,200 mg,300 mg,400 mg,E,"Two-phase infusion calculation: Phase 1 (loading): 200 mg/hr × 0.5 hr = 100 mg. Phase 2 (maintenance): 50 mg/hr × 6 hr = 300 mg. Total dose = 100 + 300 = 400 mg. Loading doses achieve rapid therapeutic levels, followed by lower maintenance rates to sustain them. Always convert minutes to hours (30 min = 0.5 hr).",approved
2b8411ee-7e8f-491f-bcb4-03bc82b6b609,Concentrations & Dilutions,Medium,"To prepare 1000 mg at 250 mg/mL concentration (displacement = 0.8 mL), how much diluent should be added?",1.6 mL,2.1 mL,3.2 mL,4.0 mL,4.8 mL,C,Target volume = 1000 ÷ 250 = 4.0 mL. Diluent = 4.0 - 0.8 = 3.2 mL.,approved
db66d752-7968-423b-bbfb-31f286ad5c4d,IV Flow Rates & Infusions,Hard,A 95 kg patient requires adrenaline at 1 micrograms/minute. The infusion is prepared as 5 mg in 50 mL of sodium chloride 0.9% (concentration: 0.1 mg/mL). The maximum infusion rate is 50 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,0.6 mL/hour,2.4 mL/hour,1.2 mL/hour,0.06 mL/hour,0.3 mL/hour,A,Infusion rate = Css × CL = 2 mg/L × 10 L/h = 20 mg/hour.,approved
f0efe214-2c72-4179-ab32-d05654ade936,Concentrations & Dilutions,Hard,"Amoxicillin 500mg iv contains 500 mg of powder. The displacement value is 0.4 mL. When 10 mL of Water for Injection is added, account for the displacement to determine the total volume and concentration. A dose of 375 mg is required. What volume should be drawn up to give a dose of 375 mg?",2.6 mL,0.78 mL,8.58 mL,7.8 mL,23.4 mL,D,"For dilute aqueous solutions, 1 ppm = 1 mg/L. Therefore, 5 ppm = 5 mg/L.",approved
0d459b40-4d0e-4719-b8b4-8b50e8229ceb,Pharmacokinetics,Hard,A 62 kg patient with diabetic ketoacidosis requires insulin (actrapid) at 0.05 units/kg/hour. The infusion is prepared as 50 units in 50 mL of sodium chloride 0.9% (1 unit/mL). The maximum recommended rate is 15 units/hour. Calculate the infusion rate in mL/hour.,3.1 mL/hour,31 mL/hour,9.3 mL/hour,3.41 mL/hour,1.55 mL/hour,A,"The elimination rate constant (ke) describes the fraction of drug eliminated per unit time. Formula: ke = 0.693 ÷ t½. Calculation: ke = 0.693 ÷ 5 hours = 0.1386 h⁻¹ ≈ 0.14 h⁻¹. The value 0.693 is ln(2), derived from first-order elimination kinetics. A ke of 0.14 h⁻¹ means 14% of the drug is eliminated each hour.",approved
3ff0fec9-9004-4c9d-97a8-ed32e2d308cd,Dosage Calculations,Easy,Calculate total mg of antibiotic for a 5-day course: 250 mg 4 times daily.,500 mg,1650 mg,5000 mg,6250 mg,15000 mg,C,Course total calculation: Step 1: Daily dose = Single dose × Frequency = 250 mg × 4 = 1000 mg/day. Step 2: Course total = Daily dose × Duration = 1000 mg/day × 5 days = 5000 mg. This equals 5 g total. Useful for quantity calculations when dispensing or checking stock requirements.,approved
d5b9571e-644c-4a02-86f4-4ba036342256,Pharmacokinetics,Hard,"A patient on carbamazepine has a peak plasma concentration of 15 mg/L. The therapeutic trough level is 5 mg/L. The half-life is 12 hours. Using the equation C = C₀ × (0.5)^(t/t½), calculate how many hours until the concentration falls to the trough level.",20.9 hours,4.75 hours,190 hours,9.5 hours,19 hours,E,Bioavailability (F) measures the fraction of drug reaching systemic circulation. Formula: F = (AUC oral ÷ AUC IV) × 100%. Calculation: F = (80 ÷ 100) × 100 = 80%. IV administration has 100% bioavailability by definition. An 80% oral bioavailability means 20% is lost to first-pass metabolism or incomplete absorption.,approved
76ee4bba-8d0a-4e52-a7f9-f9d1b9cc3905,Dosage Calculations,Hard,A patient is started on lamotrigine for epilepsy (monotherapy titration) using the following titration schedule: 25 mg daily for 14 days; 50 mg daily for 14 days; 100 mg daily for 14 days; 200 mg daily for 28 days. Lamotrigine is available as 25 mg tablets. Calculate the total milligrams of lamotrigine over the entire course.,805 mg,2680.7 mg,2012.5 mg,5369.4 mg,8050 mg,E,Tablets/doses per day = 1. Duration = 2 days. Total = 1 × 2 = 45.,approved
f1255bec-8daa-4fba-b6f8-3fa375d26261,IV Flow Rates & Infusions,Easy,A unit of packed red cells (280 mL) is to be transfused over 4 hours. Calculate the rate.,52 mL/hour,70 mL/hour,105 mL/hour,140 mL/hour,210 mL/hour,B,Blood transfusion rate: Rate = Volume ÷ Time = 280 mL ÷ 4 hours = 70 mL/hour. Packed red cells are typically transfused over 2-4 hours per unit. Maximum time is 4 hours to minimise bacterial growth risk. Patients at risk of fluid overload may require slower rates with diuretic cover.,approved
cfcd1d91-f260-4045-9d54-04131710d2fa,Dosage Calculations,Hard,"A patient is started on rifampicin + isoniazid + pyrazinamide + ethambutol for TB (intensive phase, 50-70 kg patient) using the following titration schedule: R 450mg + H 300mg + Z 1500mg + E 800mg daily for 56 days. Rifampicin is available as 150 mg tablets.  isoniazid 100mg tabs (packs of 56); pyrazinamide 500mg tabs (packs of 100); ethambutol 400mg tabs (packs of 56); Tablets come in packs of 100. How many packs should be dispensed for the primary drug?",4 pack(s) of 100,6 pack(s) of 100,2 pack(s) of 100,20 pack(s) of 100,1.33 pack(s) of 100,C,Tablets/doses per day = 1. Duration = 28 days. Total = 1 × 28 = 84.,approved
0eda925a-90ae-4436-8a43-d7eb6db3065e,IV Flow Rates & Infusions,Medium,Calculate hourly maintenance fluid for a 25 kg child using Holliday-Segar (100/50/20 mL/kg/day for 1st 10/2nd 10/remaining kg).,50.0 mL/hour,66.7 mL/hour,100.1 mL/hour,133.4 mL/hour,200.1 mL/hour,B,Daily: 1000 + 500 + 100 = 1600 mL/day. Hourly = 1600 ÷ 24 = 66.66666666666667 mL/h.,approved
aa106970-18de-4343-9b40-72cb5a9e1254,Dosage Calculations,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Tablets come in packs of 60. How many packs should be dispensed for the primary drug?,7 pack(s) of 60,2.33 pack(s) of 60,7.7 pack(s) of 60,70 pack(s) of 60,1.75 pack(s) of 60,A,Tablets/doses per day = 1. Duration = 1 days. Total = 1 × 1 = 0.,approved
aae8aac7-44a6-40f1-94bb-5adc5242f105,Concentrations & Dilutions,Hard,A patient requires 30 mmol of potassium chloride added to 1000 mL sodium chloride 0.9% to be infused over 8 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the volume of 15% KCl to add.,14.9 mL,59.6 mL,7.45 mL,22.35 mL,1.49 mL,A,"**Concentration/Ratio Conversion**

**Key relationships:**
- 1% = 1 g/100 mL = 10 mg/mL
- 1:X = 1 g in X mL = (1000/X) mg/mL

**Answer: 0.025 %**",approved
23180bf8-04ca-4623-9615-1433dbe9212c,Pharmacokinetics,Hard,A 90 kg patient requires adrenaline at 2 micrograms/minute. The infusion is prepared as 5 mg in 50 mL of sodium chloride 0.9% (concentration: 0.1 mg/mL). The maximum infusion rate is 50 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,1.08 mL/hour,0.4 mL/hour,1.2 mL/hour,3.6 mL/hour,1.8 mL/hour,C,"Maintenance dose rate at steady state: The formula Maintenance Rate = Clearance × Target Concentration ensures drug input equals elimination. Rate = 5 L/hr × 10 mg/L = 50 mg/hour. At steady state, the rate of drug administration equals the rate of elimination, maintaining constant plasma levels.",approved
6ee37508-a810-4709-81c6-e9a7438fb4c7,Dosage Calculations,Hard,A 24 kg child is experiencing anaphylaxis. The recommended IM adrenaline dose is 10 micrograms/kg (maximum 500 micrograms). Adrenaline is available as 1:1000 solution. Calculate the volume to administer.,0.24 mL,0.36 mL,2.4 mL,0.06 mL,0.16 mL,A,"**Ratio Calculation**

Compare the values and express as a ratio.

**Answer: 500 mg**",approved
f4dc753d-4555-4a59-8796-69085a7d5045,Dosage Calculations,Hard,A patient has a haemoglobin of 75 g/L. The target is 90 g/L. Each unit of packed red cells is expected to raise Hb by approximately 10 g/L. Each unit has a volume of approximately 300 mL and should be transfused over 3 hours. How many units are needed?,0.67 units,0.5 units,2 units,8 units,1 units,C,"Adjusted Body Weight (ABW) accounts for drug distribution in obese patients. Lipophilic drugs distribute into adipose tissue, but not fully. Formula: ABW = IBW + 0.4 × (Actual - IBW). Calculation: ABW = 70 + 0.4 × (120 - 70) = 70 + 20 = 90 kg. The 0.4 factor assumes 40% distribution into excess adipose tissue.",approved
e2917514-28f9-43d4-987e-893d599845be,Concentrations & Dilutions,Medium,"A vial contains 500 mg powder with a displacement volume of 0.4 mL. If 4.6 mL diluent is added, what is the final concentration?",10 mg/mL,33 mg/mL,100 mg/mL,300 mg/mL,1000 mg/mL,C,Total volume = displacement + diluent = 0.4 + 4.6 = 5.0 mL. Concentration = 500 ÷ 5.0 = 100.0 mg/mL.,approved
38785fac-43a0-454a-ac4c-39df20495b7b,Dosage Calculations,Hard,A 68 kg patient with an eGFR of 22 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What volume of gentamicin injection (40 mg/mL) should be drawn up?,5.1 mL,2.27 mL,6.8 mL,3.4 mL,1.7 mL,D,"Reverse dose calculation: To find dose per kg when total dose is known, use: Dose (mg/kg) = Total dose ÷ Weight. Calculation: 420 mg ÷ 60 kg = 7 mg/kg. This is useful for verifying prescribed doses against recommended ranges or when documenting doses for patients of different weights.",approved
62c34c2b-6590-447b-b4f3-809f28a60c22,Pharmacokinetics,Easy,Calculate the loading dose for a drug with Vd = 35 L to achieve a plasma concentration of 10 mg/L.,35 mg,116 mg,175 mg,262 mg,350 mg,E,Loading dose = Vd × target concentration = 35 L × 10 mg/L = 350 mg.,approved
1ae7deef-2670-462a-9c71-49211ef0ccb5,Concentrations & Dilutions,Hard,A patient is started on duloxetine for diabetic neuropathy using the following titration schedule: 30 mg daily for 14 days; 60 mg daily for 14 days; 60 mg twice daily for 28 days. Duloxetine is available as 30 mg tablets. Calculate the total number of 30 mg tablets needed for the primary drug.,51.28 tablets,308 tablets,169.4 tablets,154 tablets,38.5 tablets,D,"Sodium content calculation: Step 1: 0.9% NaCl means 0.9 g per 100 mL, so 9 g per 1000 mL (1 L). Step 2: Convert to mmol using the given factor: 9 g × 17 mmol/g = 153 mmol ≈ 154 mmol. Normal saline (0.9% NaCl) is isotonic and contains approximately 154 mmol/L each of sodium and chloride ions.",approved
e9655615-ee43-4770-a4c7-5c53c59c243f,Dosage Calculations,Easy,"Using Young's formula, calculate the dose for an 8-year-old child if adult dose is 500 mg. Formula: (age/(age+12)) × adult dose.",20 mg,200 mg,400 mg,600 mg,2000 mg,B,Child dose = (8/(8+12)) × 500 = (8/20) × 500 = 200.0 mg.,approved
8ffef087-6470-4d60-b306-5d15e0dc990e,Dosage Calculations,Medium,A patient with CrCl of 30 mL/min requires digoxin. The standard dose is 250 mcg daily. What is the recommended adjusted dose?,62.5 mcg daily,125 mcg daily,187.5 mcg daily,250 mcg daily,250 mcg alternate days,B,"For CrCl 10-50 mL/min, digoxin dose should be reduced by 25-50%. A typical adjustment for CrCl 30 mL/min is 125 mcg daily (50% reduction).",approved
1990bae0-2b08-4744-9de8-f789b310b745,Dosage Calculations,Hard,A 2-year-old child weighing 8 kg is prescribed cefalexin at 25 mg/kg/day in 2 divided doses (BD) for 14 days. The BNF recommends a maximum single dose of N/A mg and maximum daily dose of 2000 mg for children. Cefalexin is available as 125 mg/5 mL suspension. The suspension comes in 100 mL bottles. How many 100 mL bottles of 125 mg/5 mL suspension should be dispensed?,8 × 100 mL bottle(s),20 × 100 mL bottle(s),3 × 100 mL bottle(s),1 × 100 mL bottle(s),2 × 100 mL bottle(s),E,The paracetamol level of 180 mg/L is above the treatment threshold of 150 mg/L at 4 hours. N-acetylcysteine treatment is indicated.,approved
b566e36b-ae26-49d5-87a7-1a732f4434f3,Unit Conversions,Hard,A 92 kg patient in the ICU requires dobutamine at 10 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,220.8 mL/hour,552 mL/hour,82.8 mL/hour,55.2 mL/hour,60.72 mL/hour,D,"For small volumes like 0.35 mL, a 1 mL syringe provides the greatest accuracy as it has the smallest graduations (typically 0.01 mL). Larger syringes have larger graduations and less precision for small volumes.",approved
8e15eb13-c964-4812-b5f5-f7c603dc2117,Dosage Calculations,Hard,A 72 kg patient with an eGFR of 32 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What is the correct vancomycin dose for this patient?,1620 mg,810 mg,729 mg,405 mg,3240 mg,B,Loading dose = weight × dose per kg = 80 kg × 5 mg/kg = 400 mg.,approved
475cfc1f-eb6b-49f5-91f8-156f40f30da5,Pharmacokinetics,Medium,"Calculate CrCl for a child using the Schwartz formula. Height = 100 cm, serum creatinine = 0.5 mg/dL, k = 0.55.",110 mL/min/1.73m²,83 mL/min/1.73m²,165 mL/min/1.73m²,55 mL/min/1.73m²,138 mL/min/1.73m²,A,Schwartz formula: CrCl = (k × height) / SCr = (0.55 × 100) / 0.5 = 110 mL/min/1.73m².,approved
2c8de7b6-4324-4614-a710-185d820dc16e,Dosage Calculations,Hard,A patient is started on pregabalin for generalised anxiety disorder using the following titration schedule: 75 mg twice daily for 7 days; 150 mg twice daily for 7 days; 300 mg twice daily for 14 days. Pregabalin is available as 75 mg tablets. Tablets come in packs of 56. How many packs should be dispensed for the primary drug?,30 pack(s) of 56,1 pack(s) of 56,1.5 pack(s) of 56,4.5 pack(s) of 56,3 pack(s) of 56,E,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 10 g**",approved
1adb42b2-313c-4f5f-a45a-4fcf48208fd6,Concentrations & Dilutions,Hard,A patient requires 30 mmol of potassium chloride added to 500 mL sodium chloride 0.9% to be infused over 4 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the infusion rate in mL/hour.,125 mL/hour,41.62 mL/hour,375 mL/hour,137.5 mL/hour,12.5 mL/hour,A,Percentage v/v = (volume of solute / total volume) × 100 = (25 / 500) × 100 = 5.0% v/v.,approved
3bc11502-f31d-4370-8353-86154995ddde,Unit Conversions,Hard,A patient is started on spironolactone for heart failure (initiation) using the following titration schedule: 25 mg daily for 28 days; 50 mg daily for 28 days. Spironolactone is available as 25 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,6 pack(s) of 28,3 pack(s) of 28,4.5 pack(s) of 28,0.75 pack(s) of 28,2.7 pack(s) of 28,B,"Milliequivalent to milligram conversion: For monovalent ions like potassium (K⁺), the formula is: mg = mEq × Atomic Weight. Calculation: 40 mEq × 39 = 1560 mg. For divalent ions (Ca²⁺, Mg²⁺), divide by 2: mg = mEq × AW ÷ valence. This conversion is essential when comparing lab values (mEq/L) to supplement doses (mg).",approved
be1cfc45-6f28-4938-a24c-8b89748861f1,Concentrations & Dilutions,Hard,A 95 kg patient requires 10 mL of 0.5% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 2% (20 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. How many mL of stock solution are needed to prepare this?,1.67 mL,1.25 mL,25 mL,10 mL,2.5 mL,E,Percentage w/v = (mass in grams / volume in mL) × 100 = (2.5 g / 50 mL) × 100 = 5% w/v.,approved
319a9786-0eee-4a92-a704-74502f1c792a,Dosage Calculations,Easy,Calculate the methotrexate dose for a patient with BSA of 1.8 m². The prescribed dose is 15 mg/m².,13 mg,27 mg,40 mg,20 mg,33 mg,B,"BSA-based chemotherapy dosing: Dose = BSA × Dose per m². Calculation: 1.8 m² × 15 mg/m² = 27 mg. Methotrexate dosing varies widely by indication: 7.5-25 mg weekly for rheumatoid arthritis, but hundreds of mg/m² for cancer. Always verify the indication and protocol when calculating chemotherapy doses.",approved
fccf8485-989e-4760-a06b-b2386b033da4,Dosage Calculations,Easy,A patient takes 30 mg oral oxycodone daily. What is the oral morphine equivalent dose? (Conversion: 1 mg oxycodone = 1.5 mg morphine),22 mg,67 mg,56 mg,33 mg,45 mg,E,Opioid equianalgesic conversion: Oral morphine equivalents (OME) standardise opioid doses for comparison. Using the conversion factor: OME = Oxycodone dose × 1.5. Calculation: 30 mg × 1.5 = 45 mg oral morphine equivalent. This conversion is critical when rotating opioids or assessing total opioid burden for safety monitoring.,approved
463839de-4981-40aa-a61f-7ffa4d3fabb5,Pharmacokinetics,Hard,A 65 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,117 mL,11.7 mL,17.55 mL,1.17 mL,23.4 mL,B,"Trough levels should be taken 30 minutes before the next dose. If the next dose is at 16:00, the trough should be taken at 15:30.",approved
7ef1d076-d05c-4668-8ca9-1c553baa9d92,IV Flow Rates & Infusions,Hard,A 85 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 30-50 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What volume of fluconazole injection (2 mg/mL) should be drawn up?,33.3 mL,300 mL,100 mL,90 mL,66.7 mL,C,"Dose = 18 × 70 = 1260 units/hour. Concentration = 25,000/500 = 50 units/mL. Rate = 1260 / 50 = 25.2 mL/hour.",approved
ab13f35e-b833-46d8-ab68-a4c2bf4f0d64,Dosage Calculations,Medium,Calculate the sodium deficit for a 70 kg patient with serum sodium of 125 mEq/L. Target sodium is 140 mEq/L. (TBW = 0.6 × weight),472 mEq,787 mEq,945 mEq,315 mEq,630 mEq,E,TBW = 0.6 × 70 = 42.0 L. Sodium deficit = (Target - Current) × TBW = (140 - 125) × 42.0 = 630.0 mEq.,approved
8b48df66-2122-44c6-912e-b74991d7183b,Concentrations & Dilutions,Hard,"A 55 kg patient with an eGFR of 25 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. The dose is diluted to 500 mL and infused over 60 minutes. If the adjusted dose is diluted to 500 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",2000 mL/hour,500 mL/hour,166.5 mL/hour,250 mL/hour,333.5 mL/hour,B,"1:1,000 to 1:10,000 is a 10-fold dilution. Take 1 mL of 1:1,000 and add 9 mL diluent to make 10 mL of 1:10,000.",approved
895e4a1b-dfbe-4c2e-86f9-1f548169364f,Pharmacokinetics,Easy,A drug has a half-life of 12 hours. Approximately how long will it take to reach steady state with regular dosing?,30 hours,60 hours,90 hours,45 hours,75 hours,B,Steady state is reached after approximately 4-5 half-lives. Time = 5 × 12 = 60 hours.,approved
ea01b4c1-8ee1-404f-8cfc-fa25e21a015d,Dosage Calculations,Medium,"A patient on phenytoin 300 mg/day has a level of 8 mg/L. Using linear estimation, what dose is needed to achieve 15 mg/L?",700 mg/day,420 mg/day,560 mg/day,840 mg/day,280 mg/day,C,Linear estimation (first approximation): New dose = Current dose × (Target level / Current level) = 300 × (15 / 8) = 562 mg/day (round to 560.0 mg/day).,approved
6948d608-e6a4-4ab0-b90e-31e5f6f079f9,Dosage Calculations,Hard,"A patient (weight 60 kg, height 162 cm, BSA 1.55 m²) is prescribed methotrexate (high-dose) at 3000 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 8000 mg. The calculated dose is to be diluted in 500 mL of appropriate diluent and infused over 24 hour(s). Calculate the correct dose of methotrexate (high-dose) for this patient.",1162.5 mg,18600 mg,4650 mg,3101.6 mg,13950 mg,C,Body Surface Area (BSA) using Mosteller formula: BSA (m²) = √(Weight(kg) × Height(cm) ÷ 3600). Calculation: BSA = √(70 × 170 ÷ 3600) = √(11900 ÷ 3600) = √3.306 = 1.82 m². BSA is used for dosing chemotherapy and other drugs where body size significantly affects pharmacokinetics. Average adult BSA is approximately 1.7-1.9 m².,approved
